integration_radius_cm,enclosed_count,enclosed_fraction,target_containment_fraction
0.8164435551381696,11839,0.43101063055191496,0.431
0.8177609728619476,11867,0.43202999854376,0.432
0.8193795474260087,11894,0.43301296053589633,0.433
0.8206091048833571,11922,0.4340323285277414,0.434
0.822065904818816,11949,0.4350152905198777,0.435
0.8230239972422076,11977,0.43603465851172274,0.436
0.8245673021309697,12004,0.43701762050385906,0.437
0.8262030784657649,12031,0.4380005824959953,0.438
0.8274893875923552,12059,0.43901995048784037,0.439
0.8288632771657867,12086,0.4400029124799767,0.44
0.8303734252858701,12114,0.44102228047182174,0.441
0.8317155625819777,12141,0.44200524246395806,0.442
0.8333308421016435,12169,0.4430246104558031,0.443
0.8344098101708146,12196,0.4440075724479394,0.444
0.8356650852435161,12224,0.44502694043978447,0.445
0.8373733653136115,12251,0.4460099024319208,0.446
0.8387056970599989,12279,0.44702927042376583,0.447
0.8398476987508633,12306,0.44801223241590216,0.448
0.8414692187289368,12334,0.4490316004077472,0.449
0.8425175191831139,12361,0.4500145623998835,0.45
0.843940263080455,12389,0.45103393039172857,0.451
0.8450636677808154,12416,0.4520168923838649,0.452
0.8464398620378976,12444,0.45303626037570993,0.453
0.8480224606833793,12471,0.4540192223678462,0.454
0.8493608790493371,12498,0.4550021843599825,0.455
0.8506729249741655,12526,0.45602155235182756,0.456
0.8521162402020435,12553,0.4570045143439639,0.457
0.8537345946912038,12581,0.45802388233580893,0.458
0.8553648472140764,12608,0.45900684432794525,0.459
0.8567428096872298,12636,0.4600262123197903,0.46
0.8584493331190471,12663,0.4610091743119266,0.461
0.859702101830168,12691,0.46202854230377166,0.462
0.8609528839587072,12718,0.463011504295908,0.463
0.8626773975296463,12746,0.464030872287753,0.464
0.8644155011263869,12773,0.46501383427988935,0.465
0.8666669276826008,12801,0.4660332022717344,0.466
0.8682637288598651,12828,0.46701616426387066,0.467
0.8705244099458814,12856,0.46803553225571576,0.468
0.8720506436646361,12883,0.469018494247852,0.469
0.8730704367620216,12910,0.47000145623998835,0.47
0.8748069790618938,12938,0.4710208242318334,0.471
0.87624606275933,12965,0.4720037862239697,0.472
0.8775834484639632,12993,0.47302315421581476,0.473
0.878427683822041,13020,0.4740061162079511,0.474
0.8799714475619287,13048,0.4750254841997961,0.475
0.8814343849059656,13075,0.47600844619193244,0.476
0.8828047719563773,13103,0.4770278141837775,0.477
0.8846404732546368,13130,0.4780107761759138,0.478
0.8864457282472783,13158,0.47903014416775885,0.479
0.887856319616489,13185,0.4800131061598952,0.48
0.8892332446693677,13213,0.4810324741517402,0.481
0.8909513616943648,13240,0.4820154361438765,0.482
0.8923894475334274,13268,0.4830348041357216,0.483
0.8938178910624199,13295,0.48401776612785785,0.484
0.8951296267452783,13322,0.4850007281199942,0.485
0.8963547823183902,13350,0.4860200961118392,0.486
0.8978681582117154,13377,0.48700305810397554,0.487
0.8991045134273182,13405,0.4880224260958206,0.488
0.9005756861109144,13432,0.4890053880879569,0.489
0.902165537699372,13460,0.49002475607980195,0.49
0.9042086638251208,13487,0.49100771807193827,0.491
0.9058604371257057,13515,0.4920270860637833,0.492
0.9072362017915258,13542,0.49301004805591964,0.493
0.9088421097582202,13570,0.4940294160477647,0.494
0.9102117198106844,13597,0.495012378039901,0.495
0.9118548154103581,13625,0.49603174603174605,0.496
0.9136769516295783,13652,0.4970147080238823,0.497
0.9152474373790618,13680,0.4980340760157274,0.498
0.9163475797309036,13707,0.4990170380078637,0.499
0.9178886399763803,13734,0.5,0.5
0.9197667162733935,13762,0.5010193679918451,0.501
0.9214910820668905,13789,0.5020023299839813,0.502
0.9230415644831473,13817,0.5030216979758264,0.503
0.9245067150956074,13844,0.5040046599679627,0.504
0.9257057910694273,13872,0.5050240279598078,0.505
0.9268067094440149,13899,0.506006989951944,0.506
0.9283052164110255,13927,0.5070263579437891,0.507
0.9302173508856587,13954,0.5080093199359255,0.508
0.9321265406091673,13982,0.5090286879277705,0.509
0.9335751032544057,14009,0.5100116499199068,0.51
0.9353351093600113,14037,0.5110310179117519,0.511
0.9368089519512952,14064,0.5120139799038882,0.512
0.9382370876169116,14092,0.5130333478957332,0.513
0.9391419113303081,14119,0.5140163098878695,0.514
0.9409878343242719,14147,0.5150356778797146,0.515
0.9424271410067462,14174,0.5160186398718509,0.516
0.9442630606723131,14201,0.5170016018639871,0.517
0.9461525795812478,14229,0.5180209698558322,0.518
0.948085320405602,14256,0.5190039318479686,0.519
0.9493480916854604,14284,0.5200232998398135,0.52
0.9507085596274522,14311,0.5210062618319499,0.521
0.9522076379772338,14339,0.522025629823795,0.522
0.9539796494874621,14366,0.5230085918159313,0.523
0.9552688035557743,14394,0.5240279598077763,0.524
0.956837247655872,14421,0.5250109217999126,0.525
0.9581715274530378,14449,0.5260302897917577,0.526
0.959571973629647,14476,0.527013251783894,0.527
0.9613794383160642,14504,0.528032619775739,0.528
0.9626014793336234,14531,0.5290155817678753,0.529
0.9643959339392522,14559,0.5300349497597204,0.53
0.9659871419802043,14586,0.5310179117518568,0.531
0.9674372075552211,14613,0.532000873743993,0.532
0.9695579902395957,14641,0.5330202417358381,0.533
0.9710753957977267,14668,0.5340032037279744,0.534
0.9725923785261412,14696,0.5350225717198194,0.535
0.973841575880164,14723,0.5360055337119557,0.536
0.9751118724227285,14751,0.5370249017038008,0.537
0.9765605198220896,14778,0.5380078636959371,0.538
0.9785646095919058,14806,0.5390272316877821,0.539
0.9800435174285502,14833,0.5400101936799184,0.54
0.9815563256768945,14861,0.5410295616717635,0.541
0.9828002210120224,14888,0.5420125236638998,0.542
0.98470051452537,14916,0.5430318916557448,0.543
0.9858928050419494,14943,0.5440148536478812,0.544
0.9874337997490464,14971,0.5450342216397263,0.545
0.9890222890535065,14998,0.5460171836318626,0.546
0.9900130162379955,15025,0.5470001456239988,0.547
0.9920178660941823,15053,0.5480195136158439,0.548
0.9936471281161507,15080,0.5490024756079802,0.549
0.9948595418899838,15108,0.5500218435998252,0.55
0.9968057161474717,15135,0.5510048055919615,0.551
0.9984960548835523,15163,0.5520241735838066,0.552
0.9998719243071135,15190,0.5530071355759429,0.553
1.0014223332954828,15218,0.5540265035677879,0.554
1.0033481299812088,15245,0.5550094655599243,0.555
1.004946558587859,15273,0.5560288335517694,0.556
